Date,Content,Reviewer-Name,Rating
Stayed in February 2025,"Well maintained small hotel with really lovely and helpful staff. Good and plentiful breakfast. Great location on the corner of the square, a 10-15 minute walk from the train station, the Lyceum, National galleries and all the Grassmarket has to offer.Stayed in February 2025",Cheryl,10
Stayed in February 2025,"Would have liked an extra blanket on bedBreakfast was excellent plenty of choice, friendly staff, informative.Stayed in February 2025",Margaret,10
Stayed in February 2025,Lovely modern clean room comfortable bedStayed in February 2025,Sharon,10
Stayed in February 2025,Great location’ comfortable bed ‘ a nice hotelStayed in February 2025,Chris,10
Stayed in February 2025,———-Very centralStayed in February 2025,Mairi,10
Stayed in February 2025,Bit pricey but rugby was on .Excellent location.  Very friendly and helpful staff.  Nice breakfast.Stayed in February 2025,David,10
Stayed in February 2025,Rooms a little smallVery central. Decor was really nice in reception area. Staff were so friendly and extremely helpfulStayed in February 2025,Frances,9.0
Stayed in January 2025,Excellent location in the centre but very quiet. Room was lovely a good size and a fabulous shower. The staff were all lovely and helpful. Good continental breakfast selection. Able to leave cases before we checked in. This is a lovely place to stay in Edinburgh.Stayed in January 2025,Bevm,8.0
Stayed in January 2025,no complaintsThe staff looked after us with a room upgrade due to having a baby and to allow more space for us.Stayed in January 2025,Lindsey,8.7
Stayed in January 2025,"Early morning noise from the street ( building work? commencing around 5 am !! ) Very noisy and double glazing didn't seem to help. Really did impact on sleep in room 207. 
I'd definitely ask for a room away from any building work if staying at this hotel again.Cleanliness of hotel
Professional, friendly staff
Location of hotelStayed in January 2025",Sally,10
Stayed in January 2025,"Room little pit small so for couples with big suitcases it’s hard to fit inside and open them had to be closed and items are all out in the cupboardThe hotel is very close in the centre walkable distance from the train station and close to big shopping centre 
Breakfast was amazing and has variety of food 
Rooms are clean and loved the shower area 
Staff are super friendly had an amazing stay very recommendedStayed in January 2025",Abdulrahman,10
Stayed in January 2025,"The room was very comfortable and clean to a high standard, above all expectations for the price, I will definitely be booking again when I come back to EdinburghStayed in January 2025",Katy,8.0
Stayed in December 2024,"Nothing, it all was perfect.Very friendly staff and very cleanStayed in December 2024",Greg,9.0
Stayed in January 2025,"Nothing at allLovely hotel, clean and very nicely decorated. Staff were super helpful and friendly and allowed us to check in earlier and also leave our luggage there whilst we explored on the last day. They also gave us recommendations of things to do as the weather was appalling! The breakfast in the morning was great value and you wouldn't need anything more, there was plenty to choose from. I'd booked this trip for my moms birthday, and she loved the decor of the hotel - so a very pleasant stay thank you!Stayed in January 2025",Maddison,10
Stayed in January 2025,Especially strong and satisfying shower water pressure.Stayed in January 2025,Lu,10
Stayed in January 2025,"Would have liked a little more option than a continental breakfast, but it was fine none the lessExcellent location, spotlessly clean, very quirky..Stayed in January 2025",Craig,9.0
Stayed in December 2024,fantastic location and lovely clean roomsStayed in December 2024,Chirag,10
Stayed in January 2025,"No milk with tea/coffee in room. I am sure if I asked I would have got some. I was yo tired.Great location, decor  very modern. Rooms comfort beds very comfy. Excellent continental breakfast. Staff lovely.Stayed in January 2025",Sharon,10
Stayed in December 2024,"My room was so very small, no where to put my luggage and a squeeze to hang up my wardrobe. However the manager without expense to myself moved me to a room that was just perfect for my long stay.The location was very good for walking to places of interest. The staff were friendly and helpful. The surroundings , lounge area, bar & restaurant were lovely.Stayed in December 2024",Sandy,9.0
Stayed in January 2025,Location was excellent. the room and bathroom were immaculate and very stylish. Everything we needed was there. Tea and coffee. hairdryer. Lovely and warm. Breakfast was spot on. So much Choice. Price was excellent.Stayed in January 2025,June,9.0
Stayed in January 2025,Not much if I was to be really picky a full English breakfast might have been preferred by myself rather than a continental breakfast. But that is being picky as the continental was still very good.hotel staff. Clean hotelStayed in January 2025,Darren,8.0
Stayed in January 2025,"The room was a bit on the smaller side but still cute!Amazing atmosphere and design, recently renovated!Stayed in January 2025",Georgios,10
Stayed in January 2025,The only problem was the rooms are small when we went in but warm and bed was comfortable.so everything else was much more positive s .I loved that the staff were very helpful I asked a few questions about were to go also the breakfast had lots on offer and very healthy lots to eat when we were leaving hotel they offered us if we were going shopping we could leave our cases so nice also a brilliant location so central  shops right at the next st great restaurants in the square so I don't have far to travel.would definitely recommend it  I normally go bk April or may but now I know we're going no hesitation definitely the ibis.Stayed in January 2025,Monaghan,9.0
Stayed in December 2024,"Central location, bright modern hotel. Very dog friendly. Welcoming friendly staff. Nice breakfast.Stayed in December 2024",Nicola,9.0
Stayed in January 2025,"The room was very cold at arriving, but in a few hours it got better.Beautiful room with a double terrace and a splendid view. Cozy atmosphere. Great location.Stayed in January 2025",Ingrid,10
Stayed in January 2025,"Best location,  to all sights , accommodation amazing continental breakfast surprise me absolutely fabulous.  Going back layer this yearEverythingStayed in January 2025",Gillian,10
Stayed in January 2025,No shower cap or other accessories in bathroomWe missed breakfast as we didn’t feel hungry However the breakfast times seemed fantastic.Stayed in January 2025,Colleen,9.0
Stayed in January 2025,Over flowing showers in en-suite.Stylish. Clean. Comfy beds. Helpful staff. Great location.Stayed in January 2025,Leia,9.0
Stayed in January 2025,Pillows were a little soft.Room was a nice size and great shower.Stayed in January 2025,Colin,10
Stayed in January 2025,Poor coffee at breakfast. Instant coffee in this day and age and when paying £151 for a roomGreat location. Very clean and helpful staffStayed in January 2025,Lee,8.0
Stayed in January 2025,"So central, amazingStayed in January 2025",White,8.0
Stayed in January 2025,"The bathroom door was glass, and every pump, piddle and plop is *clearly* audible in the room, no concession made for modesty or privacy.
Breakfast options were not great; we ended up  forgoing the continental breakfast we had paid for and going elsewhere for a cooked breakfast.
Walls are kinda thin.
Our view was a pretty grim alleywayExcellent bed and TV, bathroom facilities (especially the shower, dear lord that shower!) were first class. Hotel spotless, and stylish, staff were fantastic.
Location is fantastic too.Stayed in January 2025",Kevin,9.0
Stayed in December 2024,The room was spacious. Location was great and everything was walking distance. Staff were super friendly. Breakfast could satisfy all types of appetites. Just awesome !Stayed in December 2024,Hayat,10
Stayed in December 2024,Floor covering to bedroom.Very good location in EdinburghStayed in December 2024,Michael,8.0
Stayed in December 2024,"Nothing really - all was fantasticGreat location, great staff, cozy and lovely room and awesome breakfast :) Will come back again for sureStayed in December 2024",Kris,8.7
Stayed in December 2024,"Breakfast was sometimes very congested and it was difficult to find a place to sit. Rooms were on the smaller side, although, we had everything we needed.Location was very walkable to everything we wanted to see and do. Tram and train very close, post office, post box, parks, restaurants, playhouse right out your door.  
Morning breakfast was outstanding…all the staff were friendly and helpful.Stayed in December 2024",Jo,9.0
Stayed in December 2024,"Our room wasn’t cleaned even though we had selected the ‘please clean’ button. We resorted to taking clean towels off the cleaning trolley for ourselves.The location was really good, big selection of continental breakfast including meats, cheese etc. staff are really nice and it’s a lovely comforting hotel.Stayed in December 2024",Lauren,8.0
Stayed in September 2024,"View from window but it wasn’t a problem 😉Location, modern design, variety of breakfastStayed in September 2024",Lenka,10
Stayed in December 2024,"Close to city centre, close to all monuments, castle’sStayed in December 2024",Nicolae,9.0
Stayed in November 2024,Breakfast was ok nothing specialIdeal for what we wanted. Great location all staff were great.Stayed in November 2024,Donald,10
Stayed in December 2024,Faced a stone wall.Breakfast was great. Room was clean. Decor was really funky and fun.Stayed in December 2024,Ann,10
Stayed in December 2024,NothingLocation was Great!Stayed in December 2024,Loretta,10
Stayed in December 2024,Nothing at allEverythingStayed in December 2024,Jennifer,8.0
Stayed in December 2024,Staff were friendly. Rooms were very clean. Location was excellentStayed in December 2024,James,8.0
Stayed in December 2024,"The location is perfect and central for all attractions we needed e.g. shops, castle and restaurants. My son and I like walking but everything is local.Stayed in December 2024",Paul,10
Stayed in December 2024,The TV signal/ WiFi is really poor so whilst the TV is really modern it’s actually quite hard to useStunning property and great location. Really tastefully decorated and modern.Stayed in December 2024,Rhian,10
Stayed in December 2024,"Staff, main reception, very polite and good customer service.Stayed in December 2024",Goodrich,10
Stayed in December 2024,"Powdered ""fruit"" drink. Totally below the standard of all else. A tiny thing, but fruit juice should be fresh juice in my tiny opinion.Great location, lovely welcoming staff, unique and vibrant decor. Modern feel.Stayed in December 2024",Roy,9.0
Stayed in December 2024,"The staff were very welcoming 
The room comfy 
Really like the hotelStayed in December 2024",Helen,10
Stayed in December 2024,Temperature of showerDecor was warmStayed in December 2024,Brian,10
Stayed in December 2024,"Nice room, excellent locationStayed in December 2024",John,8.0
Stayed in December 2024,"My young grandsons visited and slid under the bed.  They came out very dusty!Breakfast, as a vegetarian a cooked breakfast is a waste of money.Stayed in December 2024",Beth,10
Stayed in December 2024,"NothingVibrant and very modern- recently updated and I love the decor. Nice bar and very comfy, welcoming reception area. Bedroom great, love the toilet/shower. Comfortable large bed and massive tv. Clean and quiet too. Right in the centre, opposite Harvey nicks and The Ivy and perfect for George Street. Breakfast had a lot of variety- couldn’t fault   Staff lovely alsoStayed in December 2024",Emma,10
Stayed in December 2024,"The view from the balcony was brilliant we could see the markets,the city and the seaStayed in December 2024",Mathew,9.0
Stayed in December 2024,"Hotel was in a great location, really central and a two minute walk to the train station. Staff were super friendly and was a really nice atmosphere in the hotel. Bedrooms were a really nice standard and the bathroom and shower was really great.Stayed in December 2024",Sarah,9.0
Stayed in December 2024,"Fab modern hotel, with friendly staff in a central location.Stayed in December 2024",Kirsteen,10
Stayed in December 2024,"10% service charge on food order at bar. After consulting menu, bar staff eventually confirmed it was actually discretionary charge. Bit annoying as staff initially gave the impression this charge was standard 🙄Reception staff very friendly and helpful. Early morning breakfast sorted.Stayed in December 2024",Anne,10
Stayed in November 2024,NothingExcellent location. Nice clean comfy bed. Breakfast was very tastyStayed in November 2024,Dmi,10
Stayed in December 2024,Great location for shopping and sightseeingStayed in December 2024,Lesley,9.0
Stayed in December 2024,"N/AFabulous location, central to everything would thoroughly recommend itStayed in December 2024",Lesley,10
Stayed in December 2024,"Extra bit of storage would have been betterLovely hotel in a great location. Hotel staff were very friendly, the hotel is tastefully decorated and to a good standard. The little finishing touches added help to compliment the hotel. Would highly recommend.Stayed in December 2024",Julie,8.7
Stayed in December 2024,Fabulous warm welcome. Everywhere was lovely and clean . Room was brilliant. Staff were friendly and always ready to help. Breakfast was amazing.we ate in the hotel both nights we were there and the food was very tasty and plentiful. Well done to all the staff .Stayed in December 2024,Amanda,10
Stayed in November 2024,"Liked everythingGreat location, lovely interior, room
Lovely decor, nice bar areaStayed in November 2024",Ashleigh,9.0
Stayed in November 2024,"The room was very cold and tricky to increase temperature and maintain it. 
Breakfast was chaos. So many people and not enough places to sit.Excellent location and value for money. I stayed in the room titled ' the works ' and it did indeed have everything.  Lots of extra details and a private corner balcony with great views. Bedding was very comfortable and toiletries fabulous.  Tea and coffee provided too and fluffy robes. Incredible for the price.Stayed in November 2024",Elinor,10
Stayed in December 2024,"NothingLocation is perfect, bright warm welcoming interior. Clean well organised room with high quality furnishings. Funky decorStayed in December 2024",Audrey,8.0
Stayed in December 2024,"The aircon is a bit of a faffNice hotel, great location friendly staffStayed in December 2024",Tony,10
Stayed in December 2024,"We booked this hotel because it’s supposed to be dog friendly.  The first morning whilst we were at breakfast a guest said our (small) dog had barked.  Three members of staff told us this so it was evident that we would have to change our plans and take the dog with us everywhere, day and night.  The hotel will take an additional fee from you but beware if your dog might make a noise.Great location for sightseeing and shopping.Stayed in December 2024",Stephen,8.0
Stayed in December 2024,Nothing at allLocation was perfectStayed in December 2024,Jennifer,9.0
Stayed in December 2024,Lifts were a bit slow at timesRoom was clean and breakfast was yummy - staff were very helpful and accommodatingStayed in December 2024,Sumera,10
Stayed in December 2024,Room and LocationStayed in December 2024,Suzanne,9.0
Stayed in December 2024,"BreakfastGreat location,  great hotel. Not a great breakfast.Stayed in December 2024",Gwen,8.0
Stayed in November 2024,room was very crampedstaff very helpful.Breakfast excellentStayed in November 2024,Hilary,8.0
Stayed in December 2024,Friendley staff clean roomsStayed in December 2024,Joanne,10
Stayed in December 2024,"Missed hot cooked brreakfast as last three years that has been availableLocation is idealRooms are very trendy & comfortableStayed in December 2024",Jennifer,9.0
Stayed in December 2024,Nothing short delay in getting room available but offered complimentary drinks at the bar. Great and very thoughtful .Perfect location in city centre. Great hotel and bar good selection for continental breakfast. Balcony looking towards the castle.Stayed in December 2024,Mick,8.0
Stayed in November 2024,"Shame about the scaffolding which we did not know about and the noise of it being removed over 2 day's.Great location. Quite a quirky hotel which we liked but might not be to everyone's taste.
Staff were very friendly and helpful.Stayed in November 2024",Susan,8.0
Stayed in December 2024,"Room was very small for myself and daughter paid 340 couldn't moveLove the location,the staff,the breakfast,the bar,hotel feels safeStayed in December 2024",Alexander,10
Stayed in December 2024,"Room was great, just would have helped if there had been a bench near the door to put our bags and suitcases on to unpack etcLocation was ideal, room was so lovely and clean and the breakfast was great- good range of food!
The staff were all so friendly and helpful :)Stayed in December 2024",Mollie,8.0
Stayed in November 2024,"Card readers on main door and in lifts were temperamental. Bathroom sink and door were a bit ""style over substance"". Also not enough places to hang multiple towels in bathroom. Heating/ventilation unit was on the noisy side.Excellent Location. Wide range of items available for continental breakfast. Quirky posters on walls in main area downstairs. Proper hot power shower.Stayed in November 2024",Sandall,10
Stayed in November 2024,"“Breakfast included” It would depend on what you call breakfast but we were happy enough. Mainly different breeds and ceral. No hot food or meats.Perfect location, very close to everything. Very clean and nicely finished.Stayed in November 2024",Shane,9.0
Stayed in November 2024,NoneLocationStayed in November 2024,Sanober,10
Stayed in November 2024,The breakfast was average but I bear in mind this is in with the room rate.We were upgraded as I had requested a twin room but we were given a top floor room which was excellent.Stayed in November 2024,Joyce,9.0
Stayed in November 2024,Excellent Location- Friendly staffStayed in November 2024,Ann,9.0
Stayed in November 2024,Nothing it was lovely.Beautiful hotel in a prime location. All the staff were very attentive and friendly.Stayed in November 2024,Gillian,10
Stayed in September 2024,"The breakfast was great, plenty of options. The location was good, close to everything I wanted to see.Stayed in September 2024",Laurie,8.0
Stayed in November 2024,I loved the quirkiness of the hotel. The rooms and particularly the bathroom were so lovely. Reception and bar area decorated for Halloween and amazing. Staff lovely and breakfast was perfect. Ideally located.Stayed in November 2024,Sarah,9.0
Stayed in November 2024,"NothingThe staff were very friendly to us and our dog, nothing was too much trouble, would definitely consider returningStayed in November 2024",George,8.7
Stayed in November 2024,NothingStaff and characterStayed in November 2024,Sarah,9.0
Stayed in October 2024,"For an Ibis i found it expensive but it seems on par with accommodation prices in Scotland in generalThe location was great.  5 minute walk to Edinburgh Waveryley Bus Terminal and about 10 minutes walk to Edinburgh Waverly Train stationBreakfast was especially goodStayed in October 2024",Moya,10
Stayed in November 2024,The unexpected scaffolding around the building which meant we walked past it to begin with. An email mentioning this would have been helpful.Breakfast and location near to major sites and eateries.Stayed in November 2024,Daphne,10
Stayed in September 2024,Breakfast was good enough. Staff was very helpfulStayed in September 2024,Levent,10
Stayed in November 2024,NothingThe hotel is a gem!   Bright and cheery decor with neat artwork adorning all the walls.  I stayed during Halloween and the lobby and exterior was decorated beautifully!  Room was small but colorful and cheerful; bed very comfortable and shower was excellent.Stayed in November 2024,Alina,10
Stayed in November 2024,"The room was a little bit small for the priceLocation, staff and breakfastStayed in November 2024",Fabio,10
Stayed in November 2024,"All goodStaff were excellent, very friendly and helpfull, location superb, breakfast very goodStayed in November 2024",Bob,10
Stayed in October 2024,The wasn’t anything I didn’t like.The location was perfectly placed for us and the staff were so accommodating to our early arrival. Giving us a room straight away that was so spacious.Stayed in October 2024,Ellen,9.0
Stayed in November 2024,Nothing.Fantastic location. Very stylish. Amazing breakfast. Helpful staff.Stayed in November 2024,Claire,9.0
Stayed in November 2024,The facade was under construction and it took us a bit to find the hotelContinental breakfastStayed in November 2024,Erica,10
Stayed in November 2024,"Scaffolding but its not permanent !Location was perfect for shopping,dining and bars on George Street and Rose Street and only being 5 minutes from Edinburgh Waverley was a bonus.It was modern in decor....loved the Halloween decorations.Excellent choices at breakfast time,good coffee machine.Stayed in November 2024",Bernadette,8.0
Stayed in November 2024,"Fantastic location. Excellent breakfast beautifully presented. Bar / longe / eating area very comfortable, relaxed and beautifully decorated.Stayed in November 2024",Joanne,9.0
Stayed in November 2024,"N/ALocation, room, shower, comfy bed, breakfastStayed in November 2024",Judith,9.0
Stayed in October 2024,"Nothing, it was great!Great location, beautiful rooms and hall, awesome Halloween decorations! Also, really good breakfast and friendly staff.Stayed in October 2024",Stefania,10
Stayed in October 2024,NothingGreat breakfast. Lovely friendly staff.  Nice relaxed atmosphere. Great locationStayed in October 2024,Roger,10
Stayed in October 2024,Tidyness.Breakfast and location. The staffwas very good.Stayed in October 2024,Željka,9.0
Stayed in October 2024,The pillows on the bed and the bed itself were great. Actually supremely comfortable. Most hotels have poor quality pillows but these felt like home and I was actually able to wake up well rested. The bathroom was also very nice.Stayed in October 2024,Jaka,10
Stayed in October 2024,"Being asked when we were going to check  out and hadn't even had our breakfast
The shower was a little small but adequate.The locationStayed in October 2024",William,9.0
Stayed in October 2024,The rooms were quite small - Rooms could be decorated in a lighter shade - dark walls made the rooms feel even smaller still.Good range of choice for breakfast.  Greta location just a few minutes walk from the station.Stayed in October 2024,Nicola,10
Stayed in October 2024,"Nothing really.Power shower, large TV screen.Stayed in October 2024",David,10
Stayed in October 2024,The staff was SO helpful!!Stayed in October 2024,Linda,9.0
Stayed in October 2024,There wasn’t a huge range of food on the menu .It was a great location.  The styling of the hotel was fun and arty .  Clean and comfortable.  Quiet and in a good area . Huge tv with streaming stations .Stayed in October 2024,Angela,9.0
Stayed in September 2024,"The Ibis Styles is perfectly located in New Town on the edge of St Andrew's Square. I strongly recommend the Works Package as our balcony room on the 6th floor commanded views of Calton Hill and across Old Town all the way to Edinburgh Castle. The room was comfortable and well-appointed, and the staff couldn't have been more helpful. We had dinner and breakfast on two occasions and found the food delicious.Stayed in September 2024",David,9.0
Stayed in September 2024,The only thing that could be better is a fire place in the lounge areaThe breakfast was magnificent. The rooms were clean and very nice.Stayed in September 2024,Shanna,8.0
Stayed in September 2024,"The room was - to be polite - best described as 'snug', fine for a solo traveller but would be somewhat cramped for 2 adults with big suit cases.
Breakfast finishes at 10 am week days!Excellent Location, good security, comfortable bed, excellent shower.Stayed in September 2024",Finch,10
Stayed in September 2024,"May be a little difficult for people with mobility issues to enter the hotel by the front steps.Vibrant atmosphere with lots of art & framed posters from the annual Fringe festival. Young staff were all friendly& helpful. The breakfast selection was as diverse as any 5 star hotel. The room was comfortable & the bathroom was so modern and beautiful. 
     As a woman traveling alone, I appreciated the security of having to have use your room key to use the elevator.
I highly recommend this hotel.Stayed in September 2024",Coppelia,8.7
Stayed in September 2024,"Rooms are smallExcellent location, close to transport and attractions. Easy walk to the old town but away from the crowds.  Opposite a lovely park.Stayed in September 2024",Jacqueline,10
Stayed in September 2024,NothingLocation was great. Big plus that the staff would hold luggage. Friendly. Live music . Food was great.Stayed in September 2024,Susan,8.0
Stayed in September 2024,Breakfast lovely and atmosphere friendly and funky. Nice mix of ages of guests. Great design and art! Staff were excellent …so helpful and responsive. Excellent stay and looking forward to a return.Stayed in September 2024,Lois,10
Stayed in September 2024,"on previous stays we were on the 6th floor, this time 5th floor  so although still had the balcony a wee  table and chairs would have just been perfect.. but given time of year not really an issue..everything..Stayed in September 2024",Keith,10
Stayed in September 2024,"We didn't like the bathroom door! Its opaque glass, it doesn't shut/lock, which i think is a bit uncomfortable when you are sharing a small room.Excellent location, lovely staff, gorgeous breakfastStayed in September 2024",Barbara,8.0
Stayed in September 2024,Room was small but comfyIt was relaxed and friendlyStayed in September 2024,Paul,10
Stayed in August 2024,"Excellent location, very central. Room was fully equipped with everthing for a comfortable stay, spacious, bright, storage, mirrors & a very modern and spacious bathroom.Staff all very friendly.Stayed in August 2024",Victoria,8.0
Stayed in September 2024,Room too tinyBreakfastStayed in September 2024,Bartosz,10
Stayed in June 2024,costs arouns €40 in q taxi each take you to townstaff whwre eeally friendly. has the basic needs for any travellerStayed in June 2024,Daniel,8.0
Stayed in September 2024,I couldn’t get lift to operate on the nightVery good choice well presentedStayed in September 2024,John,9.0
Stayed in September 2024,"location, breakfastStayed in September 2024",Esin,8.0
Stayed in August 2024,"Only thing is some rooms have steps to them if anyone has issues with this to request a room without.Great location- walking distance to both bus and train without major hills or steps. Heaps of food places around in the new town area or relatively easy walk to old town. 
Room - was huge with big bathroom and fab shower. Fast wifi. Very comfortable bed and pillows. 
Breakfast - was varied and good value
Staff - very friendly and helpful, managed to check in first thing in the morning after taking overnight train which was appreciatedStayed in August 2024",Carrie,8.0
Stayed in September 2024,"Wifi was very slow at times. Breakfast area was often completely crowded.Nice rooms with exceptional bathroom and showers, very good breakfasts and enjoyed the decor and great central location.Stayed in September 2024",Paul,9.0
Stayed in September 2024,We were at the back of the hotel and the first night we left the window open and it got a bit noisy in the alley below. The second night we just closed the window and it was very quiet in the room.Location was great. Close to the tram which we took from the airport and close to old town. There was a continental buffet breakfast with a good variety of options.Stayed in September 2024,Josanne,8.0
Stayed in September 2024,The high priceThe location and the nice breakfast.Stayed in September 2024,Marielle,8.0
Stayed in September 2024,To small room for the money you pay and from badroom there was all the  time smellLocationStayed in September 2024,Majda,10
Stayed in September 2024,The air conditioner in the room was dusty I believe as I had sneezing when it started to work. The air conditioner filter might have to change. I was expecting also sausages and potatoes at the breakfast.The locations is great it's so central. The central locations usually could be so much noisy but this location not noisy because behind the Princess Street. The room was small but it was fine to spend two nights as most of the time of the travel is spent discovering the city so outside the room. The breakfast was good but it could have more variety for example I was expecting also sausages and potatoes at the breakfast.Stayed in September 2024,Elif,9.0
Stayed in September 2024,"Breakfast was fantastic - loved the coffee machine. Our balcony on the 6th floor overlooked St Andrews Square.  Only a half a block from the tram stop.Stayed in September 2024",Kenton,8.0
Stayed in September 2024,"Breakfast was much as I expected. Very good selection, kept stocked up but, inevitably, sometimes crowded.Stayed in September 2024",Duncan,8.0
Stayed in August 2024,The location was excellentStayed in August 2024,Kelly,10
Stayed in August 2024,"The room is very small, you don’t have much space to put stuff or open luggageVery clean, great breakfast and friendly staffStayed in August 2024",Luisa,9.0
Stayed in August 2024,"Everything was perfect.Modern, stylish and the balcony rooms have amazing views.Stayed in August 2024",Chris,9.0
Stayed in July 2024,The layout for breakfast.The location and the decor.Stayed in July 2024,Rose,8.0
Stayed in August 2024,"Toilet for dining downstairsBreakfast excellentStaff extremely helpful - especially AidanStayed in August 2024",Lucette,10
Stayed in August 2024,"Located a short walk from the castle. We were here for The Military Tattoo. Every hotel staff member was friendly and helpful, especially Tatiana. Room was clean and ready to accommodate us tired travelers. W actually arrived way before check in, but got into a similar room sooner than our booked room. Lovely bar and wonderful continental breakfast was served in the bar area. I highly recommend this wonderful hotel.Stayed in August 2024",Lucy,8.0
Stayed in August 2024,"Room was small, however fab views on the SquareEasy access to everywhere. Amazing breakfastStayed in August 2024",Francoise,8.7
Stayed in August 2024,Location.staff friendly.bedrooms small but cleanStayed in August 2024,Sandra,9.0
Stayed in July 2024,Ideal location and friendly staffStayed in July 2024,Dr,8.0
Stayed in August 2024,"The only thing I was surprised at was the dust under the bed when I searched for a dropped statin pill!The breakfast was excellent, with everything you could think of for a buffet breakfast. Nothing cooked apart from boiled eggs, but a huge variety of cold collations, sweet and savoury with delicious bread and the red fruits with yogurt and a little muesli were exceptionally good.Stayed in August 2024",Timothy,10
Stayed in August 2024,The only very small criticism was that the mattress on our bed was rather hard everything else was perfect……Perfect locationStayed in August 2024,Lisa,10
Stayed in August 2024,"The bathroom could be improved in two important ways. More lighting over the mirror is really necessary in order to easily put on make-up, shave, etc. 
Also, there is almost no space in the bathroom for toiletries. It would be very helpful to have a small shelf or two.We liked the room and the breakfast very much.Stayed in August 2024",Robin,9.0
Stayed in June 2024,The stairs at the entrance are a challenge for those with limited mobility.The location was exceptional for seeing Edinburgh. The staff was friendly and helpful. It was everything we needed and wanted. The view from the room across St. Andrew's Square was captivating.Stayed in June 2024,Ronald,10
Stayed in August 2024,"Nothing to dislikeGreat location, short walk from the train station and 10 mins from the centre. Bus and tram stop opposite the hotel which was great for an open top bus tour of the city and the tram back to the airport. Breakfast was fantastic, all continental but plenty of choice. Rooms are compact but the beds are so comfortable, probably the best I have slept in. Have booked an Ibis in France for later in the year!!!Stayed in August 2024",Becky,9.0
Stayed in August 2024,"Didn’t like the room in the basement! LG 4
The view was of an outside wall! They could at least paint a scene or something on the window to make it entertaining!Location, location, location! 
Staff, staff, staff!Stayed in August 2024",Priscilla,10
Stayed in August 2024,"Very small but stylish room, hard to place a suitcase to open. Sound travels between rooms too, though not a big problem.Very stylish, brand new. Good aircon, also can slightly open the window.
Comfy beds.
Great shower.
Location - perfect!
Good breakfast.Stayed in August 2024",Anna,10
Stayed in August 2024,"Just the room size.I liked everything but the room was so small we had a hard time maneuvering around in it.  Food, staff, service, cleanliness were great, location superb.Stayed in August 2024",William,8.0
Stayed in July 2024,"Breakfast was good, but could've done with some eggs, bacon, sausage etc.Modern design. Central location.Stayed in July 2024",Chris,9.0
Stayed in August 2024,"Rooms were a great size for 1x person but wouldn't have been comfortable for 2 people.Great location, has bar and restaurant on site which was great when jet lagged. Within walking distance to many attractions and buses. Blackout curtains were great for adjusting time zones.Stayed in August 2024",Kelsey,10
